name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,error,isClaimable
Codesk Solutions,https://media.licdn.com/dms/image/C4E0BAQEQ2c0GOlNsUA/company-logo_200_200/0/1628781620939?e=1691625600&v=beta&t=VupTPHlE1_nRCrL8mqv-LNxStKwttshTnMhlfx1z2IE,https://media.licdn.com/dms/image/C4E1BAQGIxlAstJaQyg/company-background_10000/0/1628780453446?e=1683907200&v=beta&t=1HVaixzhEhxEE-0avfEVHTjsKiJI-C0CwWzfUcmPWsg,"Codesk ®idea had came to the mind of its founders through their history and experience dealing with multiple companies that astray from their destined goals, they have seen many  leaders didn't know how to deal with new situations and had made them feel the urge of the need for change in the local markets in the middle east.


Codesk seeks to the potential of its customers in help them to reach their tracks back again , unlike the orthodox ways of consulting which comes as a commentary on events we in Codesk to engage with our customers and be next to them in every step of their change being with accounting services and then go through the financial analysis and then try to study deeper into organizational level.


To get more contact us and reach your Codesk Today
","We Transfer Your Passion To Reality 
#code_your_future",783,https://www.codesksolutions.co,https://codesksolutions.co,Dabouq,"King Abdullah Ii Bin Al Husein Street, 168 1st floor, Dabouq, Amman 11148, JO",+962797461205,Software Development,2-10 employees,"Dabouq, Amman",2018,Tax services,18913308,18913308,https://www.linkedin.com/sales/company/18913308/,7,Codesk Solutions,https://www.linkedin.com/company/18913308/,2023-05-05T15:35:00.161Z,https://www.linkedin.com/company/codesksolutions/,,
,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/2950666/,2023-05-05T15:35:21.032Z,,Unavailable company,
Sylndr,https://media.licdn.com/dms/image/D560BAQF6VlhM6PQypw/company-logo_200_200/0/1664355786701?e=1691625600&v=beta&t=tPpslrzLCghbXJqJkM9BQhCamW3CQJ-l-DLP1xdc-mo,https://media.licdn.com/dms/image/D4D1BAQGio__heMp6eQ/company-background_10000/0/1666905817724?e=1683907200&v=beta&t=G9nQfen7nEIno-PNM9XfXQqF5h9VrG-nQBNEGdxyG6s,"Sylndr is automotive focused e-commerce marketplace bringing innovation to the used-cars market, where customers can reliably and transparently sell and buy used cars. 

The company is aiming to build trust in the used-car market by becoming the go-to place for customers seeking to sell and buy their cars, through an extensive range of high-quality used vehicles accessible across a diverse set of financing solutions.",Used Cars with No Compromise,4995,http://www.sylndr.com,sylndr.com,Cairo,"28 Falaki Street, Greek Campus, Bab El Louk , Jameel Building, J001, Cairo,   EG",17188,Retail Motor Vehicles,51-200 employees,,2022,,80057293,80057293,https://www.linkedin.com/sales/company/80057293/,71,Sylndr,https://www.linkedin.com/company/80057293/,2023-05-05T15:35:28.767Z,https://www.linkedin.com/company/sylndr/,,
Smart Villages,,,Smart Villages,,8,http://www.smartvillages.ir,smartvillages.ir,Tehran,"Azadi , Tehran, Tehran 1213142324, IR",,"Technology, Information and Internet",2-10 employees,"Tehran, Tehran",,,27164508,27164508,https://www.linkedin.com/sales/company/27164508/,9,Smart Villages,https://www.linkedin.com/company/27164508/,2023-05-05T15:35:36.087Z,https://www.linkedin.com/company/smartvillages/,,
EGYPTAIR,https://media.licdn.com/dms/image/C4D0BAQFw-gkGg2YbTw/company-logo_200_200/0/1674030048681?e=1691625600&v=beta&t=Gil4eXUEws2vy1TYiYPsA5NeizMvdIW7JSUgwrKcXqk,https://media.licdn.com/dms/image/D4D1BAQEXYHxL1pSy9g/company-background_10000/0/1673951600304?e=1683907200&v=beta&t=6KpLVvK3hHXKhtJ8Ak2cQuAR5QJKq1UyyPVGAJmo7xo,"EGYPTAIR is one of the world’s pioneer airlines. Established in May of 1932, it became the seventh carrier in the world.
EGYPTAIR joined the Star Alliance network, the largest airline alliance in the world, to offer its customers better flight connections and more comfortable travel. EgyptAir is the only airline based in MENA region that is part of the network.

Founded : 1932 (as Misr Airwork)
Hubs	: Cairo International Airport
Focus cities : Alexandria International Airport
Hurghada International Airport
Luxor International Airport
Alliance	: Star Alliance
Fleet size	: 71 (+ 12 orders & 3 options)
Destinations	: 79
Company slogan : Enjoy The Sky
Parent company : EgyptAir Holding Company
Headquarters : EgyptAir Administrative Complex - Cairo, Egypt
","EGYPTAIR is one of the world’s pioneer airlines. Established in May of 1932, it became the seventh carrier in the world",277255,https://www.egyptair.com,https://egyptair.com,Cairo,"EgyptAir Administrative Complex, Cairo International Airport, Cairo,  11771, EG",,Airlines and Aviation,"10,001+ employees",,1932,"Airliner, Cargo, Aircrafts Maintenance, Repair and Overhaul, Catering, Ground Services, and Medical Services",619661,619661,https://www.linkedin.com/sales/company/619661/,7228,EGYPTAIR,https://www.linkedin.com/company/619661/,2023-05-05T15:35:43.783Z,https://www.linkedin.com/company/egyptair/,,
Collard Tickets,https://media.licdn.com/dms/image/C4D0BAQFw9qDwEG8H-A/company-logo_200_200/0/1656439451591?e=1691625600&v=beta&t=gzBO1b-dDroXY3A3nJo8MDaBEmSUI5ZU23eNVrLLyo0,https://media.licdn.com/dms/image/D4D1BAQEjc_qUPAsy7w/company-background_10000/0/1656437205579?e=1683907200&v=beta&t=81CUJ8UPnJzLUkoJivDxiEs6vT6YwcbKYuEa3XjpYMc,We offer a state of art ticketing platform with a user-friendly interface to simplify your ticketing purchased and registration experience to the most prestigious and exclusive events hosted across Egypt.,,331,Collardtickets.com,Collardtickets.com,Cairo,"13 Brazil Street, 24, Cairo, Zamalek  EG",,Events Services,11-50 employees,"Cairo, Zamalek",2021,,82584786,82584786,https://www.linkedin.com/sales/company/82584786/,14,Collard Tickets,https://www.linkedin.com/company/82584786/,2023-05-05T15:35:51.631Z,https://www.linkedin.com/company/collard-tickets/,,
TEBA LINK,https://media.licdn.com/dms/image/C4D0BAQHrOLWlyMJGsg/company-logo_200_200/0/1557231044957?e=1691625600&v=beta&t=0cevlUSa4JatUgoySG6js9rzD_auWqxIDUp24u7HNVI,https://media.licdn.com/dms/image/D4D1BAQE1cG0LOukApA/company-background_10000/0/1661339483589?e=1683907200&v=beta&t=BSiIKojo6IKaLA40UPqIU98zuOHcrGqIfD_5vXvJBtQ,"A leading company in software industry, established in 2005. we develop accounting and management programs for companies, offering advanced, flexible and easy solutions that help our customers to grow and develop their business with a team always strives to develop using the latest technologies to serve our customers with high efficiency and accuracy. We strive to be a key partner for our clients in the digital transformation for Middle East.",we care about your business quality,722,https://www.tebalink.com/,https://tebalink.com,Giza,"street NO 9th, Giza, pyramids gardens  EG",01207888836,Software Development,11-50 employees,"Giza, pyramids gardens",2005,,14779833,14779833,https://www.linkedin.com/sales/company/14779833/,14,TEBA LINK,https://www.linkedin.com/company/14779833/,2023-05-05T15:35:59.452Z,https://www.linkedin.com/company/tebalink/,,
,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/10195037/,2023-05-05T15:36:20.672Z,,Unavailable company,
Idea In Motion,https://media.licdn.com/dms/image/C4D0BAQHC8G64CwL3Pw/company-logo_200_200/0/1598529318685?e=1691625600&v=beta&t=AUvTDgJMtGk8LrFxvoEv2Y1jVD8D6t9-0ThtIjKUUro,https://media.licdn.com/dms/image/C561BAQFnzxJ4SqELbw/company-background_10000/0/1540476029088?e=1683907200&v=beta&t=fEOWmbMiVuS4eJSYoJfHsC-lYfw8XifUTbB4VS6qGIg,"Idea in Motion - I2M, is a multinational consultancy and service provider, focused on providing our customers in the EMEA region with expert know-how in software, hardware, embedded technologies, IoT and cloud solutions, Fintech and banking software industries, as well as digital transformations.",,1772,http://www.ideainmotion.com,ideainmotion.com,El Qahera El Gididaa 1,"286 Oqba Ibn Nafea Street, El Qahera El Gididaa 1, Cairo  EG",,IT Services and IT Consulting,51-200 employees,"El Qahera El Gididaa 1, Cairo",2009,"Embedded Systems, Machine Learning, IoT, Could Solutions, Hardware Design, Fintech, Digital Transformation, Desktop Apps, Mobile Apps, Software Development, IT Solutions, IT Infrastructure, and Web Development",18874149,18874149,https://www.linkedin.com/sales/company/18874149/,3,Idea In Motion,https://www.linkedin.com/company/18874149/,2023-05-05T15:36:28.187Z,https://www.linkedin.com/company/i2m-idea-in-motion/,,
Phantom Technologies,https://media.licdn.com/dms/image/C4D0BAQHp6AOKkO0IPA/company-logo_200_200/0/1583716164067?e=1691625600&v=beta&t=qMg4-N2d01rdhA8WC8HW0DXn6sa3DNGA5zOEV71M9o4,https://media.licdn.com/dms/image/C4D1BAQG6klUXfPl6Pg/company-background_10000/0/1584083592909?e=1683907200&v=beta&t=opAsoPyCVZ3a6cYOzLv_xVMt64tMehotryxuqr0RxBE,Phantom technologies is a cyber security company for cyber risk awareness also providing business intelligence for internet.,Cyber Security Consultation ,980,https://phantomtech.net/,https://phantomtech.net,Cairo,"Cairo,   EG",,Computer and Network Security,2-10 employees,,,,42404232,42404232,https://www.linkedin.com/sales/company/42404232/,1,Phantom Technologies,https://www.linkedin.com/company/42404232/,2023-05-05T15:36:35.601Z,https://www.linkedin.com/company/phantom-technologies/,,
ashtar.app,https://media.licdn.com/dms/image/C4D0BAQH7wTzoIHJIeA/company-logo_200_200/0/1605598493738?e=1691625600&v=beta&t=cIvIaNY0LJGov0atCUkKeJOJ6vRejneH6S5B3jPGZ28,https://media.licdn.com/dms/image/C4E1BAQHjBU4MNLVjtw/company-background_10000/0/1609853071738?e=1683907200&v=beta&t=2eCMcn3dTcMW9cNDCNhcgkKGjQkmzCt0QN9AuYqORu4,"Ashtar, accredited by Cognia, provides a personalized online learning experience for K-12 students. By being a curricula-based online platform, we enable our students to reach their full potential by paving their own way in their studies. Start your online learning journey now from anywhere at any time!
Available curricula on Ashtar:
Egyptian National Arabic Curriculum
Egyptian National English Curriculum
Egyptian National French Curriculum
أشطر، معتمدة من كوجنيا، منصة تعليم قائمة على المناهج الدراسية لطلاب المدارس وبتوفر تجربة تعليمية مخصصة لكل طالب وبتمكّنهم يختاروا طريقة التعليم اللي تناسبهم. ابدأ رحلتك الدراسية الآن فى أي وقت ومن أي مكان!
المناهج المتوفرة على أشطر: 
نظام ثانوية عامة باللغة العربية
نظام ثانوية عامة باللغة الإنجليزية
نظام ثانوية عامة باللغة الفرنسية
",,3281,https://ashtar.app,https://ashtar.app,Cairo,"Cairo,   EG",,E-Learning Providers,11-50 employees,,2020,,42897854,42897854,https://www.linkedin.com/sales/company/42897854/,31,ashtar.app,https://www.linkedin.com/company/42897854/,2023-05-05T15:36:43.303Z,https://www.linkedin.com/company/ashtar-app/,,
IEREK,https://media.licdn.com/dms/image/C4D0BAQETQWnN_562fw/company-logo_200_200/0/1519910586696?e=1691625600&v=beta&t=g_6ZDTZE9RnNsu8It1GN7czAOUngO_KOmsWX8SXoqNU,,"International Experts for Research Enrichment and Knowledge Exchange – is an international institution that is concerned with the exchange of knowledge and enhancing research through organizing and managing conferences in all fields of knowledge.

Moreover, IEREK offers workshops and conferences in various disciplines for all professionals. These professional events are unique in the practical way they are delivered and in the certified professionals who teach them.

Our institution continues its activities through organizing and activating scientific programs to spread science and to develop skills on all local and international levels through its headquarters in Egypt and through our partners throughout the world.

We also process the work for on-line publishing throughout our international journal and IEREK Electronic Library.

IEREK activities are not only confined to these majors but also include cultural, social, and recreational aspects that would be available in all the events IEREK sponsors, standing by its belief that we all live in one world.",,2711,http://www.ierek.com,ierek.com,Alexandria,"11 El Behera St. Ganaklis, Alexandria,  21411, EG",,Research Services,11-50 employees,,2013,,10300401,10300401,https://www.linkedin.com/sales/company/10300401/,141,IEREK,https://www.linkedin.com/company/10300401/,2023-05-05T15:36:50.609Z,https://www.linkedin.com/company/ierek/,,
TRUEMEGA Technology Solutions,https://media.licdn.com/dms/image/C4E0BAQGXn1jeXQ8heg/company-logo_200_200/0/1519908233998?e=1691625600&v=beta&t=quQ2WTeUZYL36UK5FY7wkWUgfo2JcFCqH-n5vCwj94o,,"TRUEMEGA is an Information Technology services, consulting and business solutions provider. Established in Egypt to steer customers through the next generation of business innovation powered by technology with state-of-the-art business automation, software development and consultation services.

TRUEMEGA is specialized in core Telecom IT business solutions, ERP, SOA, Customized Development, BI  & Big data, and Partner of Dynatrace (world number one Digital Performance Management solutions).","Oracle Gold Partner
Dynatrace RFO",1781,http://www.truemega.com,truemega.com,Maadi,"El-Meraj - Zahraa El-Maadi, 6058, Maadi, Cairo 00102, EG",0227342299,Software Development,11-50 employees,"Maadi, Cairo",2014,"Software Development, Telecom Products, Outsourcing Services, Telecom Consulting Services, ERP, Dynatrace, Application Performance Monitoring, Oracle, SOA, BI, Big Data, ADF, Oracl, and APM",5245004,5245004,https://www.linkedin.com/sales/company/5245004/,44,TRUEMEGA Technology Solutions,https://www.linkedin.com/company/5245004/,2023-05-05T15:36:58.279Z,https://www.linkedin.com/company/truemega-technology-solutions/,,
Elm Company,https://media.licdn.com/dms/image/C4D0BAQGuSlqCkKhObg/company-logo_200_200/0/1519857009413?e=1691625600&v=beta&t=Zyp4QuMNGVDzmSsDs7Vh204ILCzt4CXFwsINg1IopbI,https://media.licdn.com/dms/image/C4E1BAQFO4DHimdAhVw/company-background_10000/0/1643607951295?e=1683907200&v=beta&t=YTL5VX2RHayGhL5COQIpk9l-Fat6WbMbq62gZcYTMkQ,"Elm is the leading provider of innovative secure services & solutions to both public and private sectors in Saudi Arabia. We provide readymade e-services, customized IT solutions, governmental support services and consultations. Elm’s customer base currently comprises over 60,000 private & public organizations on top of individual customers, helping them achieving remarkable results in increased efficiency in addition to cost & time reduction.",,505337,http://www.elm.sa,elm.sa,Riyadh,"Riyadh, Riyadh, Central 12333-3038, SA",,IT Services and IT Consulting,"1,001-5,000 employees","Riyadh, Central",1986,"Secure e-Services, IT Services and Solutions, Government Process Optimization Outsourcing GPOO, and Training Solutions and Consultations",42185,42185,https://www.linkedin.com/sales/company/42185/,4725,Elm Company,https://www.linkedin.com/company/42185/,2023-05-05T15:37:05.049Z,https://www.linkedin.com/company/elm/,,
