name,logo,banner,description,tagLine,followerCount,location,companyAddress,industry,companySize,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,website,domain,phone,headquarters,error,isClaimable
Pixels Egypt Org.,https://media.licdn.com/dms/image/C4D0BAQH9z86nheA9GQ/company-logo_200_200/0/1661776112425?e=1691625600&v=beta&t=U3hPt9XEHRy2JHDn-7-MMD0MFJFWUeygCn7B89p9Xzk,,"Pixels is a Non-for-Profit Organization at faculty of engineering Helwan University, aims to spread the engineering science, to create a productive community through many tracks such as academic track, competitions track, camps track, Juniors track and Projects track","Pixels is a Non-for-Profit Organization that aims to spread engineering science, to create a productive community.",248,Cairo,"Helwan, Cairo,   EG",Education Administration Programs,51-200 employees,2014,IT and Engineering,72687223,72687223,https://www.linkedin.com/sales/company/72687223/,9,Pixels Egypt Org.,https://www.linkedin.com/company/72687223/,2023-05-05T12:59:56.568Z,https://www.linkedin.com/company/pixelsegyptorg/,http://pixelseg.com/,pixelseg.com,,,,
Ghabbour,,,,,2116,,,,,,,11710093,11710093,https://www.linkedin.com/sales/company/11710093/,456,Ghabbour,https://www.linkedin.com/company/11710093/,2023-05-05T13:00:14.493Z,https://www.linkedin.com/company/ghabbour/,,,,,,
Var - MicroSystem,https://media.licdn.com/dms/image/C560BAQF4qBpSiCvKNg/company-logo_200_200/0/1575119358618?e=1691625600&v=beta&t=G4Kq4jRYLntHBOXEqxz1gYJBF_rXwbs1NaMCUyooN8A,https://media.licdn.com/dms/image/C561BAQGwguta_ilUHA/company-background_10000/0/1575987154125?e=1683900000&v=beta&t=9tCP1KxhB7fNKq5ojAnlQIKIwA4ZgjwNoSMFFwmovUU,"Var is an egyptian software company founded in jan 2019 , located in 6th of october city , giza gov egypt , var is created to fulfill your dream of having your own software system. var targets all audience ( Governmental institutions , private sector Companies and Individuals).",Be Thing or Nothing! We are Connecting the World With the Power of Technology™.,670,6th Of October,"6th Of October, Giza 12566, EG",IT Services and IT Consulting,2-10 employees,2019,,31420186,31420186,https://www.linkedin.com/sales/company/31420186/,4,Var - MicroSystem,https://www.linkedin.com/company/31420186/,2023-05-05T13:00:31.000Z,https://www.linkedin.com/company/var-microsystem/,http://varmicrosystem.business.site/,varmicrosystem.business.site,01008928060,"6th Of October, Giza",,
T2,https://media.licdn.com/dms/image/C4D0BAQHBu3d_IIhPmg/company-logo_200_200/0/1575278930756?e=1691625600&v=beta&t=6PnBUX0V8kmvGxGw_AjKhXoELallCsipow4WCE5Kqrs,https://media.licdn.com/dms/image/C4D1BAQHQVWa3yF0ckg/company-background_10000/0/1652952984491?e=1683900000&v=beta&t=fqpl56MLcsqH4pudZAU6dJZy3FpjUx9XCM9jRJy99mU,"At T2, we believe that technology is a vital pillar to any successful business. T2 is specialized in developing digital solutions that help companies to evolve and grow by improving its Key Performance indicators ( KPIs).  

T2 Company seeks to be the first innovation tech center in the Kingdom of Saudi Arabia and a major hub in the market for world-class digital solutions providers that  assist businesses in their digital transformation journey and keeping up with technology in this digital era
","Specialized in developing digital solutions that help government, corporations & SMEs in their digital transformation. ",15512,Riyadh,"King Abdulaziz Road, 6221, Riyadh, 13322 2803, SA","Technology, Information and Internet",201-500 employees,2012,"Business Process Reengineering, Business Intelligence, e-Services Development, Portal Development, Government e-correspondance, digital transformation, SAAS, and Technology",9357421,9357421,https://www.linkedin.com/sales/company/9357421/,268,T2,https://www.linkedin.com/company/9357421/,2023-05-05T13:00:53.104Z,https://www.linkedin.com/company/t2sa/,http://t2.sa,t2.sa,,"Riyadh, Riyadh",,
The Global Game Jam,https://media.licdn.com/dms/image/C510BAQHfyMsI4DYpEQ/company-logo_200_200/0/1519883119515?e=1691625600&v=beta&t=9okLM6_eJdfOgAYZpcZMEHJ9DU_2D5IXOVF3fK9OiK8,https://media.licdn.com/dms/image/C4E1BAQHJj1pvCf_7Fg/company-background_10000/0/1539063572160?e=1683900000&v=beta&t=eFvK6kn6Y8zLuFlf3gQSjAj3HmsnmZtUvMlomrTb8v8,"The GGJ is the annual event of Global Game Jam, Inc. GGJ brings together talented individuals and teams from around the globe and rallies them around a central theme, for which they have 48 hours to create their game. For more information on the Global Game Jam, including a database of downloadable games, photos and video from previous events and more, visit: http://globalgamejam.org.",Innovation. Experimentation. Collaboration.,9516,San Luis Obispo,"1537 La Cita Ct, San Luis Obispo, California 93401, US",Computer Games,2-10 employees,2009,"game jams, game creation, digital design, rapid prototyping, game development, and game design",2091470,2091470,https://www.linkedin.com/sales/company/2091470/,68,The Global Game Jam,https://www.linkedin.com/company/2091470/,2023-05-05T13:01:11.856Z,https://www.linkedin.com/company/global-game-jam/,http://globalgamejam.org,globalgamejam.org,,"San Luis Obispo, California",,
Dell EMC,https://media.licdn.com/dms/image/C510BAQErubCcqX1TpQ/company-logo_200_200/0/1557939499088?e=1691625600&v=beta&t=EZmxio9ZkrlHzVVfm34hNuhBsGBLY-P6IxQluvSV1FI,https://media.licdn.com/dms/image/C4D1BAQEavm3Kh2S2tg/company-background_10000/0/1604334004670?e=1683900000&v=beta&t=kfDcq0KGGEN6RfGD5bcNBWa3gfbszlibVbcRJ-Z5NM8,"Dell EMC is a part of the Dell Technologies family of brands.  Dell Technologies is a unique family of businesses that provides the essential infrastructure for organizations to build their digital future, transform IT and protect their most important asset: information. The company services customers of all sizes across 180 countries – ranging from 98 percent of the Fortune 500 to individual consumers – with the industry's most comprehensive and innovative portfolio from the edge to the core to the cloud.",,1229678,Hopkinton,"176 South Street, Hopkinton, 01748, US",Information Technology & Services,"10,001+ employees",1979,"information infrastructure, unified storage, content management, security, virtualization, backup and recovery, big data, Virtual Desktop Infrastructure, cloud computing, data federation, and deduplication",1128,1128,https://www.linkedin.com/sales/company/1128/,37461,Dell EMC,https://www.linkedin.com/company/1128/,2023-05-05T13:01:29.320Z,https://www.linkedin.com/company/dellemc/,http://www.dellemc.com,dellemc.com,,"Hopkinton, MA",,
Trufla ,https://media.licdn.com/dms/image/C4E0BAQFSPh5bROvhOg/company-logo_200_200/0/1670868878335?e=1691625600&v=beta&t=ORhBK_2mCwVVnzX92QdsAsYep7iBRFQkLMPyKvGnrTM,https://media.licdn.com/dms/image/D4E1BAQEfB3oWgTsTTw/company-background_10000/0/1675358650365?e=1683900000&v=beta&t=l8QjSMkDUR5sNaKR38Go5FW8zH8Gw7R7Z6p6NbrZlX0,"Trufla delivers a 360° digital strategy – a complete suite of digital solutions for modern insurance brokerages.

From SEO and web design to lead management, branded mobile apps, data and analytics, and APIs, Trufla Technology will let you take full advantage of your brokerage’s data and allow you to make data-driven decisions that will GROW your business.

Trufla understands the insurance industry because we come from it. We started by building the solutions we needed. Our tools give you a customer-centric ecosystem that reimagines the way people interact with insurance.

Trufla is a one-stop- shop with industry experts who will piece together the technology puzzle for you. It’s technology a la carte. Your brokerage can pick and choose the tools you need now, with the ultimate flexibility of being able to add others later. Total flexibility=total results.

Start unlocking your brokerage’s potential right now.",Data intelligence for insurance brokers,9118,Calgary,"1331 Macleod Trail SE , 320, Calgary, AB T2G 0K3, CA",Insurance,51-200 employees,2014,"Insurance technology, Mobile apps, Insurance software, and Insurance",6410116,6410116,https://www.linkedin.com/sales/company/6410116/,121,Trufla ,https://www.linkedin.com/company/6410116/,2023-05-05T13:01:47.208Z,https://www.linkedin.com/company/truflatech/,http://www.trufla.com,trufla.com,,"Calgary, AB",,
EDnuva,https://media.licdn.com/dms/image/C560BAQH3dU-3jb8B9A/company-logo_200_200/0/1662048086814?e=1691625600&v=beta&t=fkXaMS3hfdHt3c9DPF8hOkOn9wcIN_2cNG3Hj1Mc2zI,https://media.licdn.com/dms/image/D4D1BAQFhi69cnY-yLQ/company-background_10000/0/1673020929785?e=1683900000&v=beta&t=9eG3kC45BczdF0fW6IPC2A4qHznyiI6tqus2vysfLHs,"•EDNUVA is an Edtech company with innovative technological solutions for the education field in Egypt. We endeavor to help students find the best instructor to make their dreams come true. We believe every student learns differently, so we provide the tools and remove any obstacles in their way.
•Our vision is to provide high-quality online course services. Furthermore, we always keep dreaming up to make students passionate and enjoy their education.
•Also, we help the instructors in digitizing their work. And we strengthen their online reputation with verified reviews. EDNuva is the best opportunity to grow their education career and improve their service level by using EDNuva.",Innovative technological solutions for the education to make your dreams come true. ,275,Cairo,"Cairo,   EG",E-Learning Providers,51-200 employees,2022,,83046419,83046419,https://www.linkedin.com/sales/company/83046419/,14,EDnuva,https://www.linkedin.com/company/83046419/,2023-05-05T13:02:04.563Z,https://www.linkedin.com/company/ednuva/,https://ednuva.com,https://ednuva.com,,,,
PixelOMedia,https://media.licdn.com/dms/image/C4D0BAQH9Z8i0zUGwkA/company-logo_200_200/0/1642396596716?e=1691625600&v=beta&t=lNobZt72R7z7ZcEX_X3Sue3wThtxTAc2chlmI_if_f0,https://media.licdn.com/dms/image/D4D1BAQFU70pyQXwT0A/company-background_10000/0/1660457222735?e=1683900000&v=beta&t=LkDodNTQguomDcUcZijX_3oACrP265cQrfV0A_eEgy4,"We are like “americano” in the world of “cappuccino”! Bitter in taste but drive needful benefits for your organisation.  We #design and #develop #websites, plan creative social media campaigns, make your website visible to google and design some inspiring content for your online and offline presence!",Creative Branding Agency In India.,532,Jaipur,"C Scheme Road, Jaipur, Rajasthan 302005, IN",Advertising Services,11-50 employees,2016,"Brand Planning , Advertising, 360 Online Solutions, Social Media Marketing, Digital Marketing, Website Design & Development, Search Marketing Campaigns, Creative Designs, Logo Designs, Content Marketing, Video Production, and Consultancy",64673524,64673524,https://www.linkedin.com/sales/company/64673524/,12,PixelOMedia,https://www.linkedin.com/company/64673524/,2023-05-05T13:02:23.687Z,https://www.linkedin.com/company/pixelomediaindia/,http://bit.ly/2rHvaE9,bit.ly/2rHvaE9,8890475554,"Jaipur, Rajasthan",,
MSP Tech Club - BUE,https://media.licdn.com/dms/image/C4D0BAQFDJGy7H92pJQ/company-logo_200_200/0/1519952488466?e=1691625600&v=beta&t=5xEVdp4QOWr2wVZu6CcE2rgM9h0ZFwvrCaGixROxLY0,,"Microsoft Student Partners Tech Club at The British University in Egypt is a student community that promotes advanced technology through education, practice, and innovation. It also provides students with both technical and non-technical sessions needed to pack their lives with high level skills and support their careers with opportunities.",,115,El Shorouk,"The British University in Egypt, El Shorouk, Cairo 11837, EG",Software Development,11-50 employees,,,10318580,10318580,https://www.linkedin.com/sales/company/10318580/,1,MSP Tech Club - BUE,https://www.linkedin.com/company/10318580/,2023-05-05T13:02:41.650Z,https://www.linkedin.com/company/buetc/,https://buetc.com/,https://buetc.com,,"El Shorouk, Cairo",,
Code Geist,https://media.licdn.com/dms/image/C4D0BAQFZNNBb8QfjJw/company-logo_200_200/0/1597460311954?e=1691625600&v=beta&t=OdIj1TVhRnB_gMOI_h-Cr1iG1Guu_CI7djxFvXS8rBI,https://media.licdn.com/dms/image/C4D1BAQGAHLKnR-yP9Q/company-background_10000/0/1591645915086?e=1683900000&v=beta&t=qFesLipZcaLH0PT_YhSBXUjD5-K0yyNE8l0hhSZFvs0,"A community organization dedicated for building Egypt’s tech-preneurial character and embracing Egypt's Tech Ecosystem.

Aiming to Spread the awareness of tech entrepreneurship and to enable startups, scaleups and corporates to find the best caliber.","A Community Organization that built Egypt's first Entrepreneurial Hackathon, and aim to embrace Egypt Tech Ecosystem.",342,Cairo,"Cairo,   EG",Software Development,11-50 employees,2019,,36094479,36094479,https://www.linkedin.com/sales/company/36094479/,1,Code Geist,https://www.linkedin.com/company/36094479/,2023-05-05T13:02:59.509Z,https://www.linkedin.com/company/codegeist/,http://codegeist.co,codegeist.co,,,,
Egyptian Petrochemical Company,https://media.licdn.com/dms/image/C4D0BAQFsSCWF3xCpsw/company-logo_200_200/0/1675862323090?e=1691625600&v=beta&t=llRU8eaBltMFi8vHlsiYZqaXXiQa-l0LlmKb9XiTn-A,,"Our Egyptian Petrochemicals Company has been established at 20/09/1981 the fields of the company's activities are production, operation, processing, buying, selling, exporting and importing final petrochemicals and intermediates, as well as the production and sale of electricity, maintenance, water treatment, industrial discharges started real production in September 1987 with a capitalization of 75 million Egyptian pounds,increased to 793.659 million Egyptian Pound (capital investment)","OUR ENGINEERS FIGHT FOR YOU, WITH PVC IT'S MUCH IDEAL ",6333,Alexandria,"Egyptian Petrochemicals Company Building General Free Zone, Alexandria, Alexandria Governorate 00203, EG",Oil and Gas,"501-1,000 employees",1981,"PVC production, cholrine, VCM production, and machinery",8082719,8082719,https://www.linkedin.com/sales/company/8082719/,218,Egyptian Petrochemical Company,https://www.linkedin.com/company/8082719/,2023-05-05T13:03:18.274Z,https://www.linkedin.com/company/egyptian-petrochemicals-company/,http://www.egy-petrochem.com/,egy-petrochem.com,035437626,"Alexandria, Alexandria Governorate",,
